Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Tue, 29 Mar 2022 08:25:44 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Geo Locations,
2001-0445-PHL,2001,0445,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Zamboanga del Sur, Zamboanga del Norte, Zamboanga Sibugay districts (Region IX province), Maguindanao district (ARMM province), Sultan Kudarat, North Cotabato districts (Region XII province), Misamis Occidental district (Region X province),",Brief torrential rain,,,,,,,31880,2001,8,12,2001,8,14,37,,79000,,79000,,,,,8000,12243,65.34555871,"Maguindanao, Misamis Occidental, North Cotabato, Sultan Kudarat, Zamboanga Del Norte, Zamboanga Del Sur, Zamboanga Sibugay (Adm2).",
2001-0596-PHL,2001,0596,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Zamboanga City area (Zamboanga Del Sur district, Region IX province)",Brief torrential rain,,,,,,,190,2001,10,10,2001,10,10,4,,300,,300,,,,,,,65.34555871,Zamboanga Del Sur (Adm2).,
2001-0059-PHL,2001,0059,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Silay City area (Negros Occidental district, Region VI province)",Heavy rain,,,,,,,845,2001,1,15,2001,1,15,2,,12000,,12000,,,,,,,65.34555871,Negros Occidental (Adm2).,
2001-0450-THA,2001,0450,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nam Kor village (Lom Sak District, Phetchabun Province), Udon Thani, Chiang Mai, Chiang Rai, Lamphun, Nong Khai, Phrae, Nan provinces",Brief torrential rain,,,Yes,,,25,4160,2001,8,8,2001,9,6,104,109,450000,,450109,,,,,24500,37493,65.34555871,"Chiang Mai, Chiang Rai, Lamphun, Nan, Nong Khai, Phrae, Udon Thani (Adm1). Lom Sak (Adm2).",
2001-0479-THA,2001,0479,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,Ranong province,,,,,,,,,2001,6,27,2001,6,27,,,1000,,1000,,,,,,,65.34555871,Ranong (Adm1).,
2001-0187-THA,2001,0187,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Pathiu district (Chumphon province), Muang, Bang Saphan, Bang Saphan Noi, Hua Hin, Kui Buri, Pran Buri districts (Prachuap Khirikhan province), Si Satchnalai district (Sukhothai province), Laplae district (Uttaradit province), Khanom, Pak Phanang district (Nakhon Si Thamarat province)",,,,,,,,,2001,3,11,2001,3,11,2,,6000,,6000,,,,,,,65.34555871,"Bang Saphan Noi, Hua Hin, Khanom, Kui Buri, Laplae, Muang Prachuap Khiri Khan, Pak Phanang, Pathiu, Pran Buri, Si Satchnalai (Adm2).",
2001-0528-THA,2001,0528,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Ubon Ratchathani, Yasothon provinces",,,,,,,,,2001,8,31,2001,8,31,,,4000,,4000,,,,,,,65.34555871,"Ubon Ratchathani, Yasothon (Adm1).",
2001-0654-VNM,2001,0654,,Natural,Hydrological,Flood,Coastal flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,Thu Duc district (Ho Chi Minh City province),,,,,,,,,2001,11,4,2001,11,4,,,3000,,3000,,,,,,,65.34555871,Thu Duc (Adm2).,
2001-0587-VNM,2001,0587,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces",Brief torrential rain,,,,,,,72000,2001,10,20,2001,10,24,20,6,35000,,35006,,,,,4700,7193,65.34555871,"Ha Tinh, Nghe An, Phu Yen, Quang Nam, Quang Ngai, Quang Tri (Adm1).",
2001-0492-VNM,2001,0492,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces",Monsoonal rain,,,Yes,,,,745,2001,8,15,2001,11,19,310,,1570270,,1570270,,,,,84000,128547,65.34555871,"An Giang, Ben Tre, Can Tho city, Dong Thap, Kien Giang, Long An, Phu Tho, Soc Trang, Tien Giang, Tra Vinh, Vinh Long (Adm1).",
2001-0361-VNM,2001,0361,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Tien Yen, Dong Trieu, Hoanh Bo districts (Quang Ninh province)",,,,,,,,,2001,6,30,2001,6,30,9,,175,,175,,,,,,,65.34555871,"Dong Trieu, Hoanh Bo, Tien Yen (Adm2).",
2001-0320-TLS,2001,0320,,Natural,Hydrological,Flood,Riverine flood,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Lospalos, Iliomar, Luro, Tutuala districts (Lautem province)",Heavy rain,,,,,,5,370,2001,6,20,2001,6,23,1,,2508,,2508,,,,,,,65.34555871,"Iliomar, Lospalos, Luro, Tutuala (Adm2).",
2002-0005-PHL,2002,0005,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Surigao del Sur, Agusan del Sur districts (Region XIII province), Davao del Sur, Davao del Norte, Davao Oriental, Compostella district (Region XI province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,13420,2002,1,4,2002,1,7,11,8,95000,,95008,,,,,392,591,66.3819637,"Agusan Del Sur, Compostela, Davao del Norte, Davao Del Sur, Davao Oriental, Surigao Del Sur (Adm2).",
2002-0499-PHL,2002,0499,,Natural,Hydrological,Flood,Coastal flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Negros Occidental district (Region VI province), Metropolitan Manila district (NCR province), Rizal district (Region IV-A province),",Tropical cyclone,,,,,,,11680,2002,8,13,2002,8,17,26,59,3500,,3559,,,,,,,66.3819637,"Metropolitan Manila, Negros Occidental, Rizal (Adm2).",
2002-0532-PHL,2002,0532,,Natural,Hydrological,Flood,Coastal flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"San Pablo City area (Laguna district, Region IV-A province), Metropolitan Manila district (NCR province), Bulacan, Pampanga districts (Region III province), Pangasinan district (Region I province), Maguindanao district (ARMM province), Negros Occidental district (Region VI province), Negros Oriental district (Region VII province), Cavite district (Region IV-A province)",Tropical cyclone,,,,,,,12840,2002,7,20,2002,7,28,18,,7000,,7000,,,,,,,66.3819637,"Bulacan, Cavite, Laguna, Maguindanao, Metropolitan Manila, Negros Occidental, Negros Oriental, Pampanga, Pangasinan (Adm2).",
2002-0176-PHL,2002,0176,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Surigao del Norte, Surigao del Sur districts (Region XIII province)",Heavy rain,,,,,,,5280,2002,3,21,2002,3,26,35,,50000,,50000,,,,,1450,2184,66.3819637,"Surigao Del Norte, Surigao Del Sur (Adm2).",
2002-0629-THA,2002,0629,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,Kalasin province,,,,,,,,,2002,9,29,2002,9,29,,,1500,,1500,,,,,,,66.3819637,Kalasin (Adm1).,
2002-0641-THA,2002,0641,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Tak, Chiang Mai, Chiang Rai, Lamphun, Sukhothai, Phitsanulok, Mae Hong Son, Uttaradit, Phetchabun, Phichit, Nakhon Sawan, Kampaeng Phet, Uthai Thani, Sakon Nakhon, Khon Kaen, Chaiyaphum, Nong Khai, Kalasin, Nakhon Phanom, Nong Bua Lamphu, Roi Et, Si Saket, Ubon Ratchathani provinces",,,,,,,174,,2002,10,,2002,10,,154,62,3289358,,3289420,,,,,35827,53971,66.3819637,"Chaiyaphum, Chiang Mai, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lamphun, Mae Hong Son, Nakhon Phanom, Nakhon Sawan, Nong Bua Lamphu, Nong Khai, Phetchabun, Phichit, Phitsanulok, Roi Et, Sakon Nakhon, Si Saket, Sukhothai, Tak, Ubon Ratchathani, Uthai Thani, Uttaradit (Adm1).",
2002-0470-VNM,2002,0470,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Lai Chau, Lao Cai, Ha Giang, Tuyen Quang, Bac Kan, Son La, Lam Dong provinces",Heavy rain,,,,,,,27820,2002,7,31,2002,8,6,10,,2000,,2000,,,,,2200,3314,66.3819637,"Bac Kan, Ha Giang, Lai Chau, Lam Dong, Lao Cai, Son La, Tuyen Quang (Adm1).",
2002-0580-VNM,2002,0580,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Dong Thap, An Giang provinces",,,,,,,1622,,2002,9,,2002,9,,82,,1138200,,1138200,,,,,23900,36004,66.3819637,"An Giang, Dong Thap, Long An (Adm1).",
2002-0610-VNM,2002,0610,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Tinh, Nghe An provinces",Heavy rain,,,,,,,19980,2002,9,20,2002,9,30,55,116,291500,,291616,,,,,58000,87373,66.3819637,"Ha Tinh, Nghe An (Adm1).",
2003-0531-IDN,2003,0531,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Hahorok area (Langkat district, Sumatera Utara province), Banyumas, Cilacap, Kebumen districts (Jawa Tengah province)","Heavy rain, deforestation","Slide (land, mud, snow, rock)",,Yes,,,166,600,2003,11,2,2003,11,3,241,30,1468,,1498,,,,,,,67.88889569,"Banyumas, Cilacap, Kebumen, Langkat (Adm2).",
2003-0593-IDN,2003,0593,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Muarojambi, Kota Jambi, Tanjungjabung Timur, Batanghari districts (Jambi province), Indragiri Hulu, Pelalawan districts (Riau province)",Raining season,"Slide (land, mud, snow, rock)",,,,,412,1500,2003,11,30,2003,12,6,8,,25000,,25000,,,,,,,67.88889569,"Batanghari, Indragiri Hulu, Kota Jambi, Muarojambi, Pelalawan, Tanjungjabung Timur (Adm2).",
2003-0776-IDN,2003,0776,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Batanghari, Kota Jambi, Muarojambi, Sarolangun districts (Jambi province), Majene district (Sulawesi Barat province), Kota Manado district (Sulawesi Utara province), Indragiri Hulu district (Riau province), Musibanyuasin (Sumatera Selatan province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,79400,2003,12,10,2004,1,5,148,,350000,,350000,,,,,,,67.88889569,"Batanghari, Indragiri Hulu, Kota Jambi, Kota Manado, Majene, Muarojambi, Musibanyuasin, Sarolangun (Adm2).",
2003-0118-IDN,2003,0118,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Jakarta Barat, Kota Jakarta Selatan districts (Dki Jakarta province), Kota Tangerang district (Banten province)",Heavy rains,,,,,,,540,2003,2,13,2003,2,14,3,,33000,,33000,,,,,,,67.88889569,"Kota Jakarta Barat, Kota Jakarta Selatan, Kota Tangerang (Adm2).",
2004-0098-IDN,2004,0098,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Dki Jakarta province,Heavy rains,,,,,,,280,2004,2,18,2004,2,23,5,,13000,,13000,,,,,60000,86075,69.70644216,Dki Jakarta (Adm1).,
2004-0735-KHM,2004,0735,,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo provinces",Monsoonal rain,,,,,,,,2004,8,24,2004,10,21,,,,,,,,,,,,69.70644216,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo (Adm1).",
2003-0289-PHL,2003,0289,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,Cebu district (Region VII province),Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,2003,5,16,2003,5,16,,,3500,,3500,,,,,,,67.88889569,Cebu (Adm2).,
2003-0774-THA,2003,0774,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Phuket, Phangnga, Satun, Trang provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2003,10,3,2003,10,25,,,,,,,,,,,,67.88889569,"Phangnga, Phuket, Satun, Trang (Adm1).",
2003-0557-VNM,2003,0557,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ninh Thuan, Binh Dinh, Phu Yen, Khanh Hoa, Quang Nam, Dak Lak provinces",Torrential rains,"Slide (land, mud, snow, rock)",,,,,370,362,2003,11,11,2003,11,14,61,34,185135,8880,194049,,,,,35000,51555,67.88889569,"Binh Dinh, Dak Lak, Khanh Hoa, Ninh Thuan, Phu Yen, Quang Nam (Adm1).",
2003-0293-TLS,2003,0293,,Natural,Hydrological,Flood,Riverine flood,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Covalima, Manufahi, Viqueque, Ainaro, Manatuto, Baucau provinces","Sudden unseasonal rains, monsoonal rain","Slide (land, mud, snow, rock)",,Yes,,,741,12930,2003,6,16,2003,6,20,3,,600,,600,,,,,,,67.88889569,"Ainaro, Baucau, Covalima, Manatuto, Manufahi, Viqueque (Adm1).",
2003-0604-MYS,2003,0604,,Natural,Hydrological,Flood,Flash flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kuala Terengganu, Kemaman, Marang, Dungun districts (Terengganu province), Kota Bharu district (Kelantan province), Kuantan district (Pahang province)",,,,,,,,,2003,11,29,2003,12,2,5,,3000,,3000,,,,,,,67.88889569,"Dungun, Kemaman, Kota Bharu, Kuala Terengganu, Kuantan, Marang (Adm2).",
2003-0655-MYS,2003,0655,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kampung Pengkalan, Buang Sayang, Muhibbah Hujung, Muhibbah Baru, Sinar Baru, Lokan, Sri Tanjung areas (Kinabatangan district, Sabah province), Beluran area (Labuk & Sugut district, Sabah province), Kota Marud district (Sabah province)",Monsoonal rain,,,,,,,21720,2003,12,17,2004,1,5,,,2000,,2000,,,,,,,67.88889569,"Kinabatangan, Kota Marud, Labuk & Sugut (Adm2).",
2003-0774-MYS,2003,0774,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kedah, Pahang, Perak provinces",Continuous rains,,,,,,,,2003,10,3,2003,10,25,3,,13800,,13800,,,,,,,67.88889569,"Kedah, Pahang, Perak (Adm1).",
2003-0617-THA,2003,0617,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Songkhla, Surat Thani, Yala provinces",Heavy rains,,,,,,,,2003,12,11,2003,12,11,6,,104700,,104700,,,,,1400,2062,67.88889569,"Nakhon Si Thammarat, Songkhla, Surat Thani, Yala (Adm1).",
2003-0561-THA,2003,0561,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Phetchaburi, Ratchaburi, Kanchanaburi, Prachuap Khilikhan provinces",Heavy rains,,,,,,,,2003,10,15,2003,10,15,3,,3000,,3000,,,25000,36825,25000,36825,67.88889569,"Kanchanaburi, Phetchaburi, Prachuap Khilikhan, Ratchaburi (Adm1).",
2003-0505-VNM,2003,0505,,Natural,Hydrological,Flood,Coastal flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Quang Nam, Binh Dinh, Quang Tri, Phu Yen, Thua Thien Hue provinces","Tropical monsoon rain, cold depression",,,,,,,10630,2003,10,15,2003,10,22,52,29,216745,5000,221774,,,,,32000,47136,67.88889569,"Binh Dinh, Phu Yen, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue (Adm1).",
2003-0672-VNM,2003,0672,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Thai Binh, Nam Dinh, Lao Cai, Ha Tinh provinces",Torrential rain,,,,,,,31350,2003,9,10,2003,9,14,15,,1000,,1000,,,38000,55974,38000,55974,67.88889569,"Ha Tinh, Lao Cai, Nam Dinh, Nghe An, Thai Binh (Adm1).",
2003-0647-TLS,2003,0647,,Natural,Hydrological,Flood,,,,Timor-Leste,TLS,South-Eastern Asia,Asia,"Maliana, Cailaco districts (Bobonaro province), Hatu-Udo, Ainaro districts (Ainaro province)",,,,,,,,,2003,12,,2004,1,,,,450,,450,,,,,,,67.88889569,"Ainaro, Cailaco, Hatu-Udo, Maliana (Adm2).",
2004-0087-PHL,2004,0087,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Davao del Norte, Compostela, Davao Oriental districts (Region XI province), Agusan del Sur, Agusan del Norte, Surigao Del Sur districts (Region XIII province), Misamis Oriental district (Region X province)",Continuous rain from tropical depression Ambo,"Slide (land, mud, snow, rock)",,,,,,20370,2004,2,11,2004,2,26,7,,20000,,20000,,,,,,,69.70644216,"Agusan Del Norte, Agusan Del Sur, Compostela, Davao del Norte, Davao Oriental, Misamis Oriental, Surigao Del Sur (Adm2).",
2004-0354-VNM,2004,0354,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Du Tien, Du Gia villages (Yen Minh district, Ha Giang province), Bao Lam district (Cao Bang province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,12020,2004,7,18,2004,7,28,53,18,,,18,,,,,8000,11477,69.70644216,"Bao Lam, Yen Minh (Adm2).",
2004-0735-VNM,2004,0735,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Vinh Long, Dong Thap, Long An, Can Tho city, Kien Giang provinces",Monsoonal rain,Rain,,,,,,47760,2004,8,24,2004,10,21,34,,30000,,30000,,,,,,,69.70644216,"An Giang, Can Tho city, Dong Thap, Kien Giang, Long An, Vinh Long (Adm1).",
2004-0050-MYS,2004,0050,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kuching, Bau, Mukah, Sibu, Samarahan districts (Sarawak province), Johor Baru, Pontian, Kota Tinggi districts (Johor province)",Heavy rain,,,,,,,32620,2004,1,24,2004,2,3,3,,6900,,6900,,,,,,,69.70644216,"Bau, Johor Bahru, Kota Tinggi, Kuching, Mukah, Pontian, Samarahan, Sibu (Adm2).",
2004-0119-MYS,2004,0119,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,Johor province,Heavy rains,,,,,,,,2004,3,8,2004,3,11,,,9138,,9138,,,,,,,69.70644216,Johor (Adm1).,
2004-0635-MYS,2004,0635,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Bera area (Temerluh district, Pahang province), Kuantan, Pekan districts (Pahang province), Kota Bharu, Gua Musang, Kuala Krai, Tanah Merah, Pasir Mas, Machang, Tumpat districts (Kelantan province), Dungun, Kemaman, Hulu Terengganu, Besut, Setiu districts (Terengganu province),",Monsoonal rain,,,,,,,,2004,12,10,2004,12,18,13,,,15000,15000,,,,,10000,14346,69.70644216,"Besut, Dungun, Gua Musang, Hulu Terengganu, Kemaman, Kota Bharu, Kuala Krai, Kuantan, Machang, Pasir Mas, Pekan, Setiu, Tanah Merah, Temerluh, Tumpat (Adm2).",
2004-0311-PHL,2004,0311,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Libungan, Alamada, Pigcawayan areas (North Cotabato district, Region XII province)",Heavy rains,,,,,,,2080,2004,6,28,2004,6,30,15,,,1500,1500,,,,,,,69.70644216,North Cotabato (Adm2).,
2004-0028-PHL,2004,0028,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,La Union district (Region I province),Monsoon,,,,,,,,2004,1,23,2004,1,23,27,,194,,194,,,,,,,69.70644216,La Union (Adm2).,
2004-0501-THA,2004,0501,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Chiang Rai, Chiang Mai, Ubon Ratchathani provinces",Torrential rain,,,,,,,,2004,9,15,2004,9,15,2,,2000,,2000,,,,,,,69.70644216,"Chiang Mai, Chiang Rai, Ubon Ratchathani (Adm1).",
2004-0441-THA,2004,0441,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Na Di, Prachantakham districts (Phachinburi province), Kap Choeng, Prasat, Chom Phra, Tha Tum, Muang Surin districts (Surin province), Satuk district (Buriram province), Muang Ubon Ratchathani district (Ubon Ratchathani province), Phaya Mengrai, Wiang Chai districts (Chiang Rai province), Rasi Salai district (Si Saket province), Yasothon, Roi Et, Nakhon Nayok, Kalasin provinces",Monsoonal rain,,,,,,,154400,2004,8,6,2004,8,30,9,,500000,,500000,,,,,,,69.70644216,"Kalasin, Nakhon Nayok, Roi Et, Yasothon (Adm1). Chom Phra, Kap Choeng, Muang Surin, Muang Ubon Ratchathani, Na Di, Phaya Mengrai, Prachantakham, Prasat, Rasi Salai, Satuk, Tha Tum, Wiang Chai (Adm2).",
2004-0635-THA,2004,0635,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Su Kirin district (Narathiwat province), Muang Nakhon Si Thammarat, Hua Sai, Pak Phanang, Ron Phibun districts (Nakhon Si Thammarat province), Muang Phatthalung, Kong Ra districts (Phatthalung province), Than To district (Yala province)",Monsoonal rain,,,,,,,,2004,12,10,2004,12,18,2,,5000,,5000,,,,,175000,251053,69.70644216,"Hua Sai, Kong Ra, Muang Nakhon Si Thammarat, Muang Phattalung, Pak Phanang, Ron Phibun, Su Kirin, Than To (Adm2).",
2004-0328-VNM,2004,0328,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Mai Son, Bac Yen, Song Ma districts (Son La province)",Heavy rain,,,,,,,3300,2004,4,16,2004,4,17,9,,5000,,5000,,,,,,,69.70644216,"Bac Yen, Mai Son, Song Ma (Adm2).",
2005-0223-IDN,2005,0223,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jongar, Lawe Mengkudu, Lawe Penanggalan, Jambur Lak Lak, Badar villages (Aceh Tenggara district, Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,1730,2005,4,26,2005,4,27,47,18,750,,768,,,,,,,72.07141045,Aceh Tenggara (Adm2).,
2005-0589-IDN,2005,0589,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lawe Beringan, Semadam Awal villages (Semadam area, Aceh Tenggara district, Nangroe Aceh Darussalam province), Tirtoyudo, Sumbermanjing Wetan, Dampit, Ampilgading villages (Malang district, Jawa Timur province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,2460,2005,10,18,2005,10,19,28,211,12000,,12211,,,,,,,72.07141045,"Aceh Tenggara, Malang (Adm2).",
2005-0718-IDN,2005,0718,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Panti, Tanggul, Arjasa, Rambipuji, Kaliwates, Wuluhan, Patrang, Balung, Puger areas (Jember district, Jawa Timur province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,322,,2005,12,31,2006,1,3,79,30,7781,,7811,,,,,,,72.07141045,Jember (Adm2).,
2006-0680-IDN,2006,0680,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Aceh Barat, Aceh Tamiang, Aceh Timur, Aceh Utara, Bener Meriah, Bireuen, Gayolues, Kota Lhokseumawe districts (Nangroe Aceh Darussalam province), Langkat, Mandailingnatal, Tapanuli Selatan districts (Sumatera Utara province), Rokanhilir, Indragiri Hulu districts (Riau province)",Monsoonal rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",Yes,,,4984,,2006,12,22,2007,1,4,236,,618486,,618486,,,,,,,74.39638749,"Aceh Barat, Aceh Tamiang, Aceh Timur, Aceh Utara, Bener Meriah, Bireuen, Gayolues, Indragiri Hulu, Kota Lhokseumawe, Langkat, Mandailingnatal, Rokanhilir, Tapanuli Selatan (Adm2).",
2006-0099-IDN,2006,0099,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Manado, Minahasa districts (Sulawesi Utara province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,33830,2006,2,13,2006,2,23,39,39,17500,,17539,,,,,25000,33604,74.39638749,"Kota Manado, Minahasa (Adm2).",
2006-0311-IDN,2006,0311,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sinjai, Jeneponto, Bulukumba, Bantaeng, Luwu Utara, Bone, Gowa, Sidenrengrappang, Selayar, Wajo, Soppeng (Sulawesi Selatan province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,144,3100,2006,6,19,2006,6,23,236,56,28505,670,29231,,,,,55200,74197,74.39638749,"Bantaeng, Bone, Bulukumba, Gowa, Jeneponto, Luwu Utara, Selayar, Sidenrengrappang, Sinjai, Soppeng, Wajo (Adm2).",
2006-0332-IDN,2006,0332,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tanahlaut, Kota Baru, Tanahbumbu districts (Kalimantan Selatan province)",Torrential rain,"Slide (land, mud, snow, rock)",,,,,,23710,2006,6,25,2006,6,29,52,,18250,,18250,,,,,,,74.39638749,"Kota Baru, Tanahbumbu, Tanahlaut (Adm2).",
2006-0074-IDN,2006,0074,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lasem, Pamotan, Sedan areas (Rembang district, Jawa Tengah province), Demak, Kota Semarang, Semarang districts (Jawa Tengah province), Indramayu district (Jawa Barat province), Dki Jakarta province",Mosnoonal rain,"Slide (land, mud, snow, rock)",,,,,,73070,2006,1,26,2006,2,14,19,,10000,,10000,,,,,27100,36426,74.39638749,"Dki Jakarta (Adm1). Demak, Indramayu, Kota Semarang, Rembang, Semarang (Adm2).",
